Account Number;Balance Date;Transaction Value;Balance;date
60966485;12/02/2023;57.89;410.01;2023-02-12
54033811;06/02/2023;114.86;249.52;2023-02-06
83443439;31/01/2023;;97.61;2023-01-31
66332583;31/01/2023;;241.29;2023-01-31
63977699;10/02/2023;-60.14;-76.23;2023-02-10
86496446;31/01/2023;;124.84;2023-01-31
66022888;03/02/2023;-91.37;747.09;2023-02-03
76546657;10/02/2023;209.84;474.08;2023-02-10
44662337;01/02/2023;119.68;887.8;2023-02-01
28696496;14/02/2023;148.05;101.45;2023-02-14
58305943;07/02/2023;-122.53;959.46;2023-02-07
14866733;02/02/2023;16.74;188.31;2023-02-02
42726928;06/02/2023;-75.55;364.85;2023-02-06
14039438;06/02/2023;-155.88;339.81;2023-02-06
49696722;13/02/2023;1291.4;1498.96;2023-02-13
47115177;04/02/2023;110;813.2;2023-02-04
32679915;31/01/2023;;841.31;2023-01-31
40530538;07/02/2023;27.47;441.79;2023-02-07
35445202;05/02/2023;42.25;1058.06;2023-02-05
91658755;03/02/2023;59.28;532.93;2023-02-03
17228160;11/02/2023;-200.58;1060.47;2023-02-11
77551209;05/02/2023;-69.16;1733.97;2023-02-05
66954664;08/02/2023;-62.89;347.13;2023-02-08
29920698;13/02/2023;86.2;-404.52;2023-02-13
85192761;05/02/2023;-1922.5;-844.26;2023-02-05
85435135;31/01/2023;;106.63;2023-01-31
80005822;31/01/2023;;930.08;2023-01-31
85940057;31/01/2023;;521.37;2023-01-31
74770758;05/02/2023;-23.74;902.34;2023-02-05
77418940;11/02/2023;-130.61;1323.07;2023-02-11
15258886;13/02/2023;-87.58;1729.49;2023-02-13
12233762;14/02/2023;-176.37;-387.92;2023-02-14
28743137;13/02/2023;-64.85;709.09;2023-02-13
39749381;11/02/2023;-143.94;638.88;2023-02-11
17881363;31/01/2023;;415.27;2023-01-31
17983851;02/02/2023;200.43;2004.97;2023-02-02
83975923;01/02/2023;-156.79;680.66;2023-02-01
25584693;06/02/2023;308.7;1102.12;2023-02-06
94525216;07/02/2023;132.14;696.82;2023-02-07
47133143;07/02/2023;-57.45;516.88;2023-02-07
27985160;09/02/2023;107.22;-323.37;2023-02-09
11251776;10/02/2023;-67.69;759.64;2023-02-10
92319358;31/01/2023;;116.51;2023-01-31
90287712;03/02/2023;-46.33;375.09;2023-02-03
71137421;07/02/2023;-949.2;-767.04;2023-02-07
19429964;14/02/2023;97.35;1356.69;2023-02-14
76169332;02/02/2023;83.79;699.25;2023-02-02
93429066;05/02/2023;-149.41;487.17;2023-02-05
84070285;13/02/2023;75.77;1264.23;2023-02-13
98159348;31/01/2023;;703.62;2023-01-31
54458410;31/01/2023;;973.1;2023-01-31
37789180;09/02/2023;-1726.4;777.38;2023-02-09
80244844;08/02/2023;-149.73;488.08;2023-02-08
87171530;14/02/2023;-113.78;-2.91;2023-02-14
38606148;06/02/2023;-26.04;814.77;2023-02-06
71718483;02/02/2023;1193.3;3030.24;2023-02-02
26669001;31/01/2023;;70.04;2023-01-31
17983851;04/02/2023;-26.48;1978.49;2023-02-04
19220216;14/02/2023;-190.15;1185.89;2023-02-14
26528251;14/02/2023;102.55;378.57;2023-02-14
61724951;03/02/2023;33.4;689.65;2023-02-03
25522226;31/01/2023;;428.21;2023-01-31
54565625;31/01/2023;;472.76;2023-01-31
87179572;05/02/2023;-69.93;1902.46;2023-02-05
53959112;06/02/2023;159.06;263.05;2023-02-06
74367877;08/02/2023;-70.08;1162.95;2023-02-08
46326165;12/02/2023;-99.3;449.3;2023-02-12
41741558;05/02/2023;57.79;449.95;2023-02-05
92684055;31/01/2023;;430.86;2023-01-31
44427272;02/02/2023;2.63;798.54;2023-02-02
46230315;13/02/2023;-66.15;-114.44;2023-02-13
94645169;14/02/2023;-0.73;487.41;2023-02-14
84656105;06/02/2023;1457.8;1948.62;2023-02-06
41252281;09/02/2023;787.2;1678.89;2023-02-09
22403299;09/02/2023;-88.39;2269.18;2023-02-09
59737910;03/02/2023;99.14;622.33;2023-02-03
79566627;03/02/2023;-108.13;-606.91;2023-02-03
98596312;09/02/2023;-33.68;370.59;2023-02-09
48186857;06/02/2023;98.85;762.43;2023-02-06
73439131;02/02/2023;-71.36;736.72;2023-02-02
95452518;08/02/2023;-110.07;452.57;2023-02-08
33403100;11/02/2023;-110.28;159.95;2023-02-11
97098684;03/02/2023;72.77;535.72;2023-02-03
69561077;11/02/2023;-104.82;2302.29;2023-02-11
59201002;04/02/2023;-44.05;1033.14;2023-02-04
49310474;14/02/2023;32.96;1169.78;2023-02-14
41085190;05/02/2023;37.99;186.71;2023-02-05
46525458;13/02/2023;-116.37;500.28;2023-02-13
88926132;02/02/2023;12.65;287.75;2023-02-02
21368735;01/02/2023;-145.77;136.1;2023-02-01
52911248;10/02/2023;-83.95;-142.8;2023-02-10
25412464;31/01/2023;;203.46;2023-01-31
99678854;07/02/2023;199.41;991.54;2023-02-07
15914466;31/01/2023;;436.62;2023-01-31
45020832;02/02/2023;92.05;196.94;2023-02-02
77797288;02/02/2023;-68.63;131.34;2023-02-02
96224831;14/02/2023;-113.07;2225.68;2023-02-14
40189934;02/02/2023;1824.3;2628.51;2023-02-02
24849103;11/02/2023;-185.47;-22.2;2023-02-11
88235115;14/02/2023;-643.9;-1161.16;2023-02-14
45029598;06/02/2023;-67;491.87;2023-02-06
44019515;31/01/2023;;312.63;2023-01-31
81336389;13/02/2023;99.54;-30.16;2023-02-13
75782714;04/02/2023;93.96;382.01;2023-02-04
35405748;06/02/2023;-60.39;1453.11;2023-02-06
38969279;04/02/2023;-5.54;1918.09;2023-02-04
75331062;31/01/2023;;117.81;2023-01-31
66008535;31/01/2023;;398.99;2023-01-31
38429514;31/01/2023;;627.62;2023-01-31
52125171;31/01/2023;;973.17;2023-01-31
43080619;13/02/2023;84.91;340.9;2023-02-13
79656355;02/02/2023;186.07;2772.78;2023-02-02
68775529;08/02/2023;-48.01;1636.77;2023-02-08
11522216;10/02/2023;82.97;1022.98;2023-02-10
13945841;14/02/2023;43.02;856.53;2023-02-14
44243236;02/02/2023;108.85;852.55;2023-02-02
70989002;12/02/2023;-87.73;538.38;2023-02-12
17692892;03/02/2023;22.26;480.05;2023-02-03
59640238;09/02/2023;-127.23;810.48;2023-02-09
85839285;13/02/2023;-68.86;1130.53;2023-02-13
41574018;01/02/2023;-19.88;395.62;2023-02-01
23865100;05/02/2023;-140.22;8.36;2023-02-05
68346907;07/02/2023;-129.86;-247.46;2023-02-07
27010847;07/02/2023;856.5;413.91;2023-02-07
78343618;01/02/2023;9.32;120.18;2023-02-01
29920698;04/02/2023;47.33;861.31;2023-02-04
17434670;31/01/2023;;148.92;2023-01-31
95390412;01/02/2023;-149.8;403.24;2023-02-01
44586370;07/02/2023;1500;1772.18;2023-02-07
64093529;02/02/2023;131.15;879.72;2023-02-02
87906438;07/02/2023;0.83;53.15;2023-02-07
97843608;13/02/2023;-187.8;419.18;2023-02-13
70749706;01/02/2023;-119.88;843.94;2023-02-01
51198722;07/02/2023;1035.2;-445.77;2023-02-07
49253709;07/02/2023;129.29;708.75;2023-02-07
22412680;03/02/2023;-84.5;470.59;2023-02-03
48524535;31/01/2023;;265.03;2023-01-31
97555037;31/01/2023;;405.29;2023-01-31
82568859;31/01/2023;;32.21;2023-01-31
32973728;06/02/2023;54.71;375.74;2023-02-06
51771015;05/02/2023;-159.59;803.8;2023-02-05
14086187;08/02/2023;-42.56;1258.17;2023-02-08
59705091;07/02/2023;111.37;1684.47;2023-02-07
47932460;31/01/2023;;785.05;2023-01-31
15779976;12/02/2023;-127.27;-119.02;2023-02-12
57584855;07/02/2023;-125.24;-170.75;2023-02-07
75216128;11/02/2023;136;1439.53;2023-02-11
88106566;02/02/2023;211.27;689.05;2023-02-02
78844183;05/02/2023;-181.42;0.93;2023-02-05
93192347;31/01/2023;;298.01;2023-01-31
13267945;08/02/2023;154.6;1718.67;2023-02-08
48930319;05/02/2023;-177.45;593.26;2023-02-05
71594658;12/02/2023;108.19;408.88;2023-02-12
67987326;10/02/2023;83.95;131.17;2023-02-10
70749706;09/02/2023;-150.23;433.97;2023-02-09
71381278;09/02/2023;82.1;608.22;2023-02-09
73700087;31/01/2023;;274.17;2023-01-31
46663039;01/02/2023;49.37;1038.8;2023-02-01
70925461;06/02/2023;134.68;425.67;2023-02-06
85826354;03/02/2023;52.49;583.93;2023-02-03
23295106;13/02/2023;-110.4;427.28;2023-02-13
64953936;08/02/2023;-34.12;504.15;2023-02-08
35726421;14/02/2023;143.07;596.85;2023-02-14
29303323;02/02/2023;-103.75;421.85;2023-02-02
68393439;13/02/2023;-152.83;456.29;2023-02-13
33771855;01/02/2023;-527.1;513.33;2023-02-01
65815967;07/02/2023;-149.99;-21.58;2023-02-07
44537960;10/02/2023;-72.06;353.74;2023-02-10
61884944;31/01/2023;;123.93;2023-01-31
92963966;31/01/2023;;983.65;2023-01-31
92944470;06/02/2023;100.9;698.97;2023-02-06
10011977;04/02/2023;-189.38;444.53;2023-02-04
75839704;06/02/2023;59.6;261.94;2023-02-06
78234498;04/02/2023;1369.6;2136.66;2023-02-04
56609826;31/01/2023;;14.24;2023-01-31
70989002;06/02/2023;116.65;626.11;2023-02-06
77342574;04/02/2023;-127.8;-2885.16;2023-02-04
46346470;31/01/2023;;787.87;2023-01-31
27415805;09/02/2023;125.11;-94.56;2023-02-09
87325576;11/02/2023;116.37;143.76;2023-02-11
94935991;04/02/2023;118.19;653.98;2023-02-04
53884626;31/01/2023;;478.38;2023-01-31
43616790;05/02/2023;61.68;489.68;2023-02-05
93429066;04/02/2023;-146.82;505.22;2023-02-04
54288062;04/02/2023;-1266.4;-718.14;2023-02-04
36258926;10/02/2023;120.39;539.6;2023-02-10
78076137;10/02/2023;-171.22;945.61;2023-02-10
45688415;01/02/2023;1393.7;2080.62;2023-02-01
61634340;12/02/2023;-94;-567.21;2023-02-12
10864084;13/02/2023;-1545.5;-1289.14;2023-02-13
13117442;12/02/2023;-132.28;2337.57;2023-02-12
82002852;31/01/2023;;816.53;2023-01-31
98671410;06/02/2023;-32.37;1457.67;2023-02-06
84411930;05/02/2023;-95.84;725.95;2023-02-05
92340721;06/02/2023;-163.65;1849.54;2023-02-06
51435617;13/02/2023;18.93;183.7;2023-02-13
83981442;02/02/2023;133.34;222.69;2023-02-02
99296816;02/02/2023;-634.2;-65.78;2023-02-02
23369902;05/02/2023;165.04;1011.74;2023-02-05
90019913;08/02/2023;-1693.2;-1332.48;2023-02-08
52835507;03/02/2023;-32.77;187;2023-02-03
57273397;11/02/2023;81.26;658.28;2023-02-11
93388304;31/01/2023;;73;2023-01-31
96510893;09/02/2023;74.41;656.5;2023-02-09
49039474;31/01/2023;;574.7;2023-01-31
29288598;13/02/2023;-137.35;672.72;2023-02-13
79118116;31/01/2023;;463.1;2023-01-31
76857747;06/02/2023;112.33;808.88;2023-02-06
30372316;08/02/2023;-78.98;83;2023-02-08
44358901;08/02/2023;1805.6;2331.35;2023-02-08
62746004;31/01/2023;;638.36;2023-01-31
70920653;02/02/2023;-88.8;488.9;2023-02-02
11475827;01/02/2023;48.39;412.27;2023-02-01
40048102;12/02/2023;20.81;-163.25;2023-02-12
80811957;05/02/2023;85.92;225.87;2023-02-05
86864320;06/02/2023;-63.43;765.69;2023-02-06
75394177;13/02/2023;-12.26;122.48;2023-02-13
51358248;02/02/2023;-179.19;43.74;2023-02-02
92376825;12/02/2023;120.9;2260.7;2023-02-12
95527674;07/02/2023;-86.51;620.83;2023-02-07
16223952;09/02/2023;168.19;1846.31;2023-02-09
53376344;31/01/2023;;228.65;2023-01-31
18718399;04/02/2023;119.96;836.18;2023-02-04
69647833;07/02/2023;-136.97;778.19;2023-02-07
21368735;31/01/2023;;281.87;2023-01-31
20129535;13/02/2023;113.24;797.28;2023-02-13
44317934;01/02/2023;1888.2;2808.41;2023-02-01
10011977;05/02/2023;-124.61;319.92;2023-02-05
48491614;01/02/2023;120.88;875.33;2023-02-01
28247818;07/02/2023;102.9;521.03;2023-02-07
87276000;01/02/2023;119.88;1125.69;2023-02-01
11026937;07/02/2023;-92.55;93.56;2023-02-07
34158235;07/02/2023;-43.24;216.31;2023-02-07
43312288;02/02/2023;-152.95;677.96;2023-02-02
57108303;03/02/2023;118.63;855.67;2023-02-03
54377538;02/02/2023;-91.57;830.35;2023-02-02
16584745;05/02/2023;-62.34;39.82;2023-02-05
52146995;05/02/2023;-108.08;670.22;2023-02-05
72292735;10/02/2023;-88.62;381.75;2023-02-10
62362650;05/02/2023;62.8;495.5;2023-02-05
14136082;09/02/2023;125.63;1094.14;2023-02-09
63102647;04/02/2023;76.44;819.39;2023-02-04
12233762;11/02/2023;-370.4;-362.41;2023-02-11
71444662;01/02/2023;-101.08;175.7;2023-02-01
65280102;31/01/2023;;2.17;2023-01-31
11522216;14/02/2023;81.37;1104.35;2023-02-14
72450129;03/02/2023;98.53;1016.99;2023-02-03
64305805;01/02/2023;126.64;308.1;2023-02-01
65583532;09/02/2023;107.84;836.25;2023-02-09
79181666;31/01/2023;;600.88;2023-01-31
44564500;31/01/2023;;355.18;2023-01-31
61644310;13/02/2023;136.4;467.15;2023-02-13
85182642;11/02/2023;99.35;346.22;2023-02-11
54301151;12/02/2023;1619.3;1547.46;2023-02-12
52756904;13/02/2023;-51.57;373.15;2023-02-13
38224160;07/02/2023;-75.95;413.87;2023-02-07
12099406;10/02/2023;-143.73;-491.79;2023-02-10
10231977;09/02/2023;-1410.1;-1300.78;2023-02-09
31957459;03/02/2023;67.03;1013.47;2023-02-03
23775829;02/02/2023;65.53;928.67;2023-02-02
78905675;08/02/2023;129.7;-183.08;2023-02-08
72925782;05/02/2023;-12.23;1222.89;2023-02-05
10231977;31/01/2023;;61.63;2023-01-31
30372316;13/02/2023;-102.23;284.28;2023-02-13
65596186;14/02/2023;-37.22;82.27;2023-02-14
39161053;01/02/2023;-156.89;360.53;2023-02-01
50893310;13/02/2023;-69.71;439.99;2023-02-13
68928221;04/02/2023;-104.53;552.21;2023-02-04
63412767;09/02/2023;128.5;447.47;2023-02-09
86941058;07/02/2023;-64.02;2216.86;2023-02-07
51353910;07/02/2023;-146.17;377.71;2023-02-07
23971753;31/01/2023;;170.77;2023-01-31
46067647;14/02/2023;101.91;698.82;2023-02-14
23295106;11/02/2023;37.8;537.68;2023-02-11
85182642;31/01/2023;;451.38;2023-01-31
58216756;02/02/2023;115.09;757.22;2023-02-02
90338454;01/02/2023;-162.02;586.61;2023-02-01
37004975;09/02/2023;37.65;-2078.71;2023-02-09
42235537;13/02/2023;-116.3;-538.47;2023-02-13
73321391;11/02/2023;-80.85;-173.23;2023-02-11
61634340;31/01/2023;;83.85;2023-01-31
50217872;13/02/2023;-119.03;-173.15;2023-02-13
36982820;01/02/2023;599.8;1433.26;2023-02-01
67716893;31/01/2023;;250.99;2023-01-31
27870202;31/01/2023;;286.17;2023-01-31
93009261;10/02/2023;147.51;3688.61;2023-02-10
92920645;12/02/2023;-157.87;451.37;2023-02-12
50837270;02/02/2023;147.44;760.97;2023-02-02
60367416;31/01/2023;;754.86;2023-01-31
43140934;10/02/2023;-150.39;773.46;2023-02-10
23310842;05/02/2023;12.08;5.83;2023-02-05
37796234;02/02/2023;54.93;2745.39;2023-02-02
57027965;02/02/2023;103.75;1083.32;2023-02-02
39097663;31/01/2023;;326.42;2023-01-31
11522216;31/01/2023;;590.37;2023-01-31
29222005;12/02/2023;94;44.18;2023-02-12
77797288;05/02/2023;1852.7;1984.04;2023-02-05
88033693;07/02/2023;-109.39;713.37;2023-02-07
11008868;31/01/2023;;271.3;2023-01-31
55513887;31/01/2023;;722.45;2023-01-31
47582488;02/02/2023;-124.68;620.31;2023-02-02
85493851;05/02/2023;-121.03;675.32;2023-02-05
69344396;03/02/2023;97.42;1592.51;2023-02-03
27010847;05/02/2023;-298.3;-442.59;2023-02-05
21728352;04/02/2023;120.38;762.41;2023-02-04
92437489;10/02/2023;-89.99;-3.2;2023-02-10
46231176;01/02/2023;162.41;452.76;2023-02-01
59961433;05/02/2023;907.1;1043.85;2023-02-05
74544582;10/02/2023;-122.82;-587.45;2023-02-10
30929422;08/02/2023;-23.59;-59.72;2023-02-08
61682186;31/01/2023;;959.96;2023-01-31
25310962;02/02/2023;-58.7;416.94;2023-02-02
71135606;02/02/2023;-104.5;524.38;2023-02-02
95307629;14/02/2023;171.69;-587.6;2023-02-14
58703801;13/02/2023;53.93;472.47;2023-02-13
85344981;08/02/2023;203.1;2016.68;2023-02-08
45029598;09/02/2023;70.47;369.36;2023-02-09
96224831;06/02/2023;-66.16;921.44;2023-02-06
44164363;31/01/2023;;998.43;2023-01-31
60138058;10/02/2023;-97.78;860.16;2023-02-10
90549616;31/01/2023;;37.69;2023-01-31
53977562;14/02/2023;145.08;177.77;2023-02-14
72289791;02/02/2023;130.94;633.9;2023-02-02
82807528;09/02/2023;-18.91;196.38;2023-02-09
93745446;10/02/2023;-1275.3;451.82;2023-02-10
53260868;07/02/2023;-1429.1;-119.78;2023-02-07
68793483;09/02/2023;-123.28;-121.93;2023-02-09
14448009;01/02/2023;-107.97;748.1;2023-02-01
96847078;01/02/2023;105.94;518.42;2023-02-01
65199307;01/02/2023;142.91;372.85;2023-02-01
33915504;10/02/2023;-712.2;165.4;2023-02-10
77418940;05/02/2023;-37.76;513.13;2023-02-05
86637863;05/02/2023;-78.36;855.24;2023-02-05
50693024;05/02/2023;-100.33;219.25;2023-02-05
12494185;07/02/2023;-117.32;521.68;2023-02-07
69617552;09/02/2023;108.57;715.05;2023-02-09
52390463;03/02/2023;-79.16;-293.26;2023-02-03
43843937;09/02/2023;940.9;1087.89;2023-02-09
77554032;10/02/2023;-101.72;-727.02;2023-02-10
19387921;14/02/2023;70.52;1283.87;2023-02-14
53858816;05/02/2023;33.32;381.97;2023-02-05
77504884;01/02/2023;695.3;916.33;2023-02-01
58489789;14/02/2023;-108.48;108.82;2023-02-14
60707792;06/02/2023;-154.81;161.46;2023-02-06
25584693;07/02/2023;142.6;1340.91;2023-02-07
85846175;11/02/2023;114.34;187.02;2023-02-11
98107200;10/02/2023;55.17;445.4;2023-02-10
71135606;08/02/2023;-65.06;412.16;2023-02-08
65815967;09/02/2023;110.14;88.56;2023-02-09
19956941;14/02/2023;-69.01;2409.8;2023-02-14
91703213;10/02/2023;132.35;181.86;2023-02-10
49966528;04/02/2023;-115.54;566.2;2023-02-04
10231977;01/02/2023;116;177.63;2023-02-01
43781476;13/02/2023;153.14;-323.68;2023-02-13
99937043;13/02/2023;75.16;704.68;2023-02-13
35762783;06/02/2023;97.52;478.3;2023-02-06
33470885;02/02/2023;181.56;713.52;2023-02-02
85496714;31/01/2023;;353.13;2023-01-31
28362321;10/02/2023;-69.69;1748.99;2023-02-10
98882065;11/02/2023;-45.84;-447.82;2023-02-11
94106013;12/02/2023;-94.08;1016.43;2023-02-12
35210460;10/02/2023;68.78;2335.08;2023-02-10
63412767;05/02/2023;-146.21;318.97;2023-02-05
77418940;05/02/2023;-83.83;429.3;2023-02-05
19429964;13/02/2023;202.54;1259.34;2023-02-13
71213535;08/02/2023;136.73;1125.78;2023-02-08
51653868;03/02/2023;104;334.94;2023-02-03
57717550;01/02/2023;119.21;951.6;2023-02-01
81823420;11/02/2023;38.25;560.05;2023-02-11
99553778;04/02/2023;163.96;965.9;2023-02-04
14397662;08/02/2023;37.69;2444.1;2023-02-08
66700123;31/01/2023;;175.15;2023-01-31
17024652;07/02/2023;11.35;1031.58;2023-02-07
77792490;11/02/2023;-89.5;572.38;2023-02-11
43499771;07/02/2023;-75.13;1047.67;2023-02-07
79499412;31/01/2023;;159.51;2023-01-31
33116647;09/02/2023;78.1;-754.49;2023-02-09
54868017;06/02/2023;49.33;839.19;2023-02-06
59867000;08/02/2023;-124.32;128.34;2023-02-08
83668302;12/02/2023;-209.98;427.04;2023-02-12
53764356;01/02/2023;83.37;531.25;2023-02-01
45021398;10/02/2023;-72.23;1344;2023-02-10
37510139;05/02/2023;116.94;-162.53;2023-02-05
16453812;14/02/2023;-47.25;359.35;2023-02-14
39749381;06/02/2023;142.55;706.88;2023-02-06
55916056;31/01/2023;;377.36;2023-01-31
47654093;04/02/2023;-63.26;230.74;2023-02-04
21844169;09/02/2023;67.11;403.36;2023-02-09
30977834;10/02/2023;67.29;747.94;2023-02-10
73983601;08/02/2023;62.88;381.55;2023-02-08
48625559;03/02/2023;88.02;885.9;2023-02-03
34866268;31/01/2023;;516.92;2023-01-31
48271608;10/02/2023;47.4;806.11;2023-02-10
14014401;31/01/2023;;554.46;2023-01-31
93147630;07/02/2023;148.81;552.74;2023-02-07
50018070;05/02/2023;112.93;-92.73;2023-02-05
30647433;04/02/2023;-15.32;-82.73;2023-02-04
97501557;10/02/2023;-66.98;725.14;2023-02-10
13197335;11/02/2023;-215.83;3537.43;2023-02-11
18348734;11/02/2023;-1669.7;-2704.67;2023-02-11
28254911;11/02/2023;-122.35;2046.05;2023-02-11
82043720;04/02/2023;-118.34;738.24;2023-02-04
64610632;13/02/2023;-183.43;1408.78;2023-02-13
91658755;14/02/2023;166.87;193.5;2023-02-14
97870414;06/02/2023;-374.5;-825.36;2023-02-06
79933337;12/02/2023;-123.95;1632.32;2023-02-12
69617552;03/02/2023;-89.23;764.67;2023-02-03
88476961;04/02/2023;86.15;686.76;2023-02-04
40374724;14/02/2023;-95.2;1669.93;2023-02-14
75946768;11/02/2023;157.4;211.92;2023-02-11
84448752;08/02/2023;-1253.6;2025.66;2023-02-08
58305943;02/02/2023;-164.6;863.98;2023-02-02
91885907;06/02/2023;-70.1;1176.17;2023-02-06
68962066;09/02/2023;-125.24;830.57;2023-02-09
48591774;08/02/2023;146.43;561.43;2023-02-08
37256412;03/02/2023;-1529.4;-1504.97;2023-02-03
72995062;05/02/2023;-175.88;668.59;2023-02-05
32474004;06/02/2023;-116.91;313.54;2023-02-06
74365725;10/02/2023;81.71;527.17;2023-02-10
59855808;06/02/2023;-204.86;-89.5;2023-02-06
96278865;06/02/2023;100.71;2100.16;2023-02-06
70034563;31/01/2023;;723.18;2023-01-31
50624960;11/02/2023;-119.87;17.49;2023-02-11
39772392;03/02/2023;7.7;541.66;2023-02-03
19530097;10/02/2023;-100.23;1090.43;2023-02-10
22696687;12/02/2023;61.36;1178.09;2023-02-12
92944470;10/02/2023;-103.91;595.06;2023-02-10
57027965;14/02/2023;-127.34;324.44;2023-02-14
39298122;06/02/2023;-885.9;172.18;2023-02-06
23920423;05/02/2023;-63.21;132.99;2023-02-05
95642341;31/01/2023;;695.88;2023-01-31
91349198;12/02/2023;-1149;-513.66;2023-02-12
36549889;31/01/2023;;760.2;2023-01-31
44368280;03/02/2023;13.52;305.06;2023-02-03
79090076;31/01/2023;;119.25;2023-01-31
46854962;01/02/2023;-81.49;318.42;2023-02-01
50837270;13/02/2023;-437.5;331.72;2023-02-13
70331285;31/01/2023;;537.34;2023-01-31
67157564;04/02/2023;-160.12;1719.15;2023-02-04
23920423;03/02/2023;-72.77;100.15;2023-02-03
97983552;01/02/2023;670.1;1255.02;2023-02-01
85709972;05/02/2023;45.1;981.67;2023-02-05
91184544;08/02/2023;159.35;144.19;2023-02-08
29523226;06/02/2023;58.71;1016.35;2023-02-06
24285988;06/02/2023;-149.08;1797.45;2023-02-06
55916056;06/02/2023;143.44;1858.8;2023-02-06
95113741;08/02/2023;63.41;639.82;2023-02-08
28063272;08/02/2023;967.3;1771.34;2023-02-08
50610780;13/02/2023;89.42;-1516.51;2023-02-13
31826534;10/02/2023;-104.86;496.46;2023-02-10
64990799;12/02/2023;272.8;520.55;2023-02-12
94748860;08/02/2023;119.07;793.72;2023-02-08
57273397;06/02/2023;154.24;557.45;2023-02-06
54932317;31/01/2023;;378.86;2023-01-31
34158235;31/01/2023;;50.76;2023-01-31
23736501;31/01/2023;;831.27;2023-01-31
45026430;04/02/2023;178.94;924.25;2023-02-04
15258886;08/02/2023;-103.03;305.69;2023-02-08
61578713;31/01/2023;;209.89;2023-01-31
58458443;31/01/2023;;903.64;2023-01-31
87101816;01/02/2023;-150.96;711.91;2023-02-01
13687711;31/01/2023;;757.76;2023-01-31
25678043;06/02/2023;-71.4;-22.34;2023-02-06
64160490;12/02/2023;18.96;148.86;2023-02-12
63412767;03/02/2023;-87.36;609.43;2023-02-03
44516940;09/02/2023;-12.71;772.01;2023-02-09
85423742;12/02/2023;122.62;1315.35;2023-02-12
69344396;10/02/2023;87.07;2380.98;2023-02-10
93564856;11/02/2023;119.87;730.28;2023-02-11
80678427;13/02/2023;136.9;-920.19;2023-02-13
83475318;14/02/2023;-107.71;104.49;2023-02-14
16584745;10/02/2023;55.02;-894;2023-02-10
49516533;11/02/2023;-20.99;-680.39;2023-02-11
84995019;11/02/2023;-69.11;1520;2023-02-11
11910409;31/01/2023;;241.22;2023-01-31
91576212;08/02/2023;1254.7;1895.31;2023-02-08
96510893;14/02/2023;-108.65;-234.35;2023-02-14
68775529;11/02/2023;60.41;2462.91;2023-02-11
83668302;03/02/2023;-46.29;640.67;2023-02-03
75223089;10/02/2023;71.41;672.75;2023-02-10
71137421;07/02/2023;-79.99;182.16;2023-02-07
54307382;13/02/2023;-535.9;-413.34;2023-02-13
21142911;02/02/2023;-156.5;454.4;2023-02-02
70375931;11/02/2023;87.16;1007.3;2023-02-11
49157903;06/02/2023;-103.08;-320.11;2023-02-06
69090518;09/02/2023;99.11;516.22;2023-02-09
89194917;12/02/2023;-122.32;171.98;2023-02-12
47932460;04/02/2023;204.89;890.53;2023-02-04
70571486;10/02/2023;-39.45;-157.66;2023-02-10
81932657;12/02/2023;-79.12;1246.48;2023-02-12
78673350;03/02/2023;74.72;381.97;2023-02-03
15265700;31/01/2023;;829.86;2023-01-31
20838578;10/02/2023;-96.87;467.96;2023-02-10
57224848;31/01/2023;;30.59;2023-01-31
65815967;07/02/2023;43.28;128.41;2023-02-07
96689242;05/02/2023;142.12;1169.66;2023-02-05
81206535;09/02/2023;-22.93;704.28;2023-02-09
80439799;14/02/2023;-90.74;833.28;2023-02-14
46067647;06/02/2023;64.29;500.29;2023-02-06
47414258;06/02/2023;-27.94;872.76;2023-02-06
76524911;05/02/2023;-65.57;83.78;2023-02-05
76318330;14/02/2023;156.27;264.91;2023-02-14
14183437;14/02/2023;120.06;2861.45;2023-02-14
43387803;05/02/2023;-81.21;825.37;2023-02-05
97939041;31/01/2023;;320.97;2023-01-31
82807528;14/02/2023;-71.88;79.4;2023-02-14
15052808;02/02/2023;936.1;1722.15;2023-02-02
72008772;04/02/2023;-112.22;2293.7;2023-02-04
69588947;09/02/2023;-114.45;454.12;2023-02-09
43368978;01/02/2023;55.49;188.56;2023-02-01
20720894;06/02/2023;179.82;885.44;2023-02-06
97988499;05/02/2023;104.95;351.86;2023-02-05
84714323;04/02/2023;1268.7;1893;2023-02-04
12198380;09/02/2023;145.71;620.83;2023-02-09
40745965;08/02/2023;-100.85;-971.29;2023-02-08
11026937;02/02/2023;90.91;394.35;2023-02-02
88033693;07/02/2023;19.21;822.76;2023-02-07
57084496;31/01/2023;;58.05;2023-01-31
26375186;31/01/2023;;804.02;2023-01-31
68973836;11/02/2023;1273.1;2957.92;2023-02-11
12240007;13/02/2023;-562.4;1980.68;2023-02-13
14014401;06/02/2023;185.73;740.19;2023-02-06
89088715;31/01/2023;;336.6;2023-01-31
11368995;31/01/2023;;565.8;2023-01-31
94732589;02/02/2023;-90.91;606.63;2023-02-02
92338537;31/01/2023;;316.24;2023-01-31
44164363;02/02/2023;82.72;1245.75;2023-02-02
93745446;08/02/2023;136.68;1676.84;2023-02-08
26528251;13/02/2023;-155.36;276.02;2023-02-13
80244844;04/02/2023;-199.36;497.74;2023-02-04
72120467;31/01/2023;;340.15;2023-01-31
