employee_id,guid,gen_name,first_name,last_name,nationality,gender,email,hire_date,leave_date,date_of_birth
E01346,500ddaf3-3539-4d24-adeb-fee1539ecf9b,Generation X (1965-1980),Holly,Dunn,GB,female,holly.dunn@example.com,2021-10-05,2023-01-30,1968-02-14
E01348,e3d2c9ff-d916-4225-8167-425ab7e3764c,Generation X (1965-1980),Scarlett,Jenkins,GB,female,scarlett.jenkins@example.com,2022-03-12,2022-04-08,1966-05-15
E01358,58ecc08e-5df3-4e9f-ac30-ce92812fb491,Baby Boomers (1946-1964),Avery,Wallace,GB,female,avery.wallace@example.com,2022-01-23,2023-03-08,1958-09-16
E01370,1f77123e-7768-4caa-bdef-f3194ecf92b1,Baby Boomers (1946-1964),Tim,Henderson,GB,male,tim.henderson@example.com,2022-10-13,2022-12-30,1955-11-14
E01377,30108ebd-5d61-4ca9-bdd9-2b2400ba6c89,Baby Boomers (1946-1964),Allie,Diaz,GB,female,allie.diaz@example.com,2021-08-26,2020-09-27,1958-01-26
E01380,2ab522c0-704e-4300-829b-f2c45a72c94d,Baby Boomers (1946-1964),Veljko,Simić,RS,male,veljko.simic@example.com,2022-01-27,,1947-10-04
E01386,322c7b43-ad8a-49f2-b081-7a1748249461,Baby Boomers (1946-1964),Marie,Patterson,GB,female,marie.patterson@example.com,2022-06-28,2021-11-16,1955-02-28
E01389,3d32fca2-0292-42c2-a711-ce242e2a4cdc,Baby Boomers (1946-1964),Chloe,Mitchelle,GB,female,chloe.mitchelle@example.com,2020-05-09,,1948-07-11
E01394,e2d3203c-fad4-4ae0-b645-aae1681d38d0,Baby Boomers (1946-1964),Vicki,Alexander,GB,female,vicki.alexander@example.com,2021-11-20,2022-08-22,1951-10-20
E01395,f305c860-a32b-49ca-a6ab-e6cc6a00e655,Baby Boomers (1946-1964),Owen,Mason,GB,male,owen.mason@example.com,2020-04-16,2020-12-09,1952-12-22
E01397,42ce428f-3c99-424b-98d2-ec4896e94d3a,Baby Boomers (1946-1964),Kazutaka,Ozaki,GB,male,Kazutaka.Ozaki@example.com,2019-11-11,,1957-04-25
E01402,e43c6893-6da8-4918-96b9-19ae6ede47ac,Baby Boomers (1946-1964),Jur,Kiliç,NL,male,jur.kilic@example.com,2019-11-26,2018-12-20,1950-09-08
E01405,288a4ca4-696b-408a-a5c7-11843525ec9a,Baby Boomers (1946-1964),Amy,Mcdonalid,GB,female,amy.mcdonalid@example.com,2022-09-15,2023-05-02,1949-03-06
E01406,57dfd53e-603b-4e03-941a-afc936cf31a9,Baby Boomers (1946-1964),Zhi,Tsao,GB,female,Zhi.Tsao@example.com,2020-06-07,2021-07-07,1947-11-16
E01408,f802c705-ed9a-4bef-9425-66c6b1d17323,Baby Boomers (1946-1964),Dustin,Cooper,GB,male,dustin.cooper@example.com,2021-06-28,2023-04-18,1949-09-05
E01411,4788776f-6c29-430f-a54b-99b43d7a8f8b,Baby Boomers (1946-1964),Clyde,Robinson,GB,male,clyde.robinson@example.com,2019-09-23,2021-04-15,1957-07-29
E01412,d5f72fdb-c7f4-42cd-93f4-d2d3a4895309,Baby Boomers (1946-1964),Ida,Møller,DK,female,ida.moller@example.com,2018-08-29,2019-03-03,1946-12-26
E01414,e08f37dc-1612-4c1b-90f0-6b450f62732a,Baby Boomers (1946-1964),Anne,Roberts,US,female,anne.roberts@example.com,2021-10-23,2022-08-06,1957-10-15
E01417,f48809af-a788-4839-b709-df404836e8d4,Baby Boomers (1946-1964),Izzie,Duncan,GB,female,izzie.duncan@example.com,2023-02-08,2023-03-24,1954-03-11
E01419,823b9561-cc8b-4aee-8ecb-042b1392c3af,Baby Boomers (1946-1964),Sheryl,Barnes,GB,female,sheryl.barnes@example.com,2022-03-01,2022-05-28,1947-11-29
E01420,0ffbe7ac-580f-4c36-803b-1abd7e18d736,Baby Boomers (1946-1964),Ashley,Simpson,GB,female,ashley.simpson@example.com,2023-02-11,,1949-03-31
E01421,b4c6f97b-41ec-4bd7-bcc2-a6e03bb67b70,Baby Boomers (1946-1964),Olivia,Mendoza,US,female,olivia.mendoza@example.com,2019-05-21,2020-06-09,1946-10-24
E01423,7b649d2d-b337-4e56-a948-b9fa147a2bff,Baby Boomers (1946-1964),Marion,Beck,GB,male,marion.beck@example.com,2019-11-14,,1957-09-11
E01424,1cad37dc-be1a-4f57-b734-634774bbc1cd,Baby Boomers (1946-1964),Jesus,Bishop,GB,male,jesus.bishop@example.com,2020-11-08,2021-05-19,1946-01-09
E01427,05f79025-3ee7-4caa-bcee-4b31d6f6923c,Baby Boomers (1946-1964),Kim,Barnett,GB,female,kim.barnett@example.com,2023-05-09,,1958-05-18
E01430,b7541d1b-4813-4ae3-8770-75c5ca8caa0f,Baby Boomers (1946-1964),Teresa,Powell,GB,female,teresa.powell@example.com,2023-04-23,,1956-06-16
E01431,734991a5-9921-4b47-bccc-c36e06927e59,Baby Boomers (1946-1964),Arthur,Wang,NZ,male,arthur.wang@example.com,2021-10-29,2022-12-28,1954-03-27
E01439,296847e7-82c6-49ea-b59b-001c3e29bf9b,Baby Boomers (1946-1964),Naja,Madsen,DK,female,naja.madsen@example.com,2021-07-13,2021-10-11,1946-09-23
E01440,26774a2e-7d97-4b8b-95ea-8156d6888c12,Silent Generation (1928-1945),Rebecca,Sims,GB,female,rebecca.sims@example.com,2023-05-10,,1945-02-20
E01443,4198f751-4230-4cb6-ba27-29d0b4169761,Baby Boomers (1946-1964),Alida,Köller,DE,female,alida.koller@example.com,2023-06-06,,1957-10-28
E01453,0b9ceacc-e3ef-4a9b-9a09-08332f79c3f9,Silent Generation (1928-1945),Russell,Byrd,GB,male,russell.byrd@example.com,2021-03-11,2022-10-10,1945-01-29
E01454,ddcc60ef-ce30-480b-9e30-353acb39d1a8,Baby Boomers (1946-1964),Mahé,Bourgeois,FR,male,mahe.bourgeois@example.com,2021-11-27,2022-02-21,1951-06-16
E01455,e62babdf-e4ad-4661-95c6-ae1d1f7b96f0,Baby Boomers (1946-1964),Cody,Miller,GB,male,cody.miller@example.com,2020-09-11,2021-05-25,1952-12-22
E01456,c4cb1ab7-dc81-4f4f-a911-ea806e6c000c,Baby Boomers (1946-1964),Flenn,Terry,GB,male,flenn.terry@example.com,2023-03-19,,1953-11-16
E01458,fc4b039d-69b6-4e6d-9e7b-047be57f683a,Baby Boomers (1946-1964),Sara,Vincent,FR,female,sara.vincent@example.com,2019-11-04,2021-03-24,1956-04-13
E01459,0f322a60-7ea0-49bc-a5fa-7e46ea8d165c,Baby Boomers (1946-1964),Leslie,Hunt,US,male,leslie.hunt@example.com,2023-01-08,2023-03-28,1949-09-03
E01466,dc729edc-b020-4dce-abbb-5124d0100cc2,Baby Boomers (1946-1964),Franka,Toonen,NL,female,franka.toonen@example.com,2021-02-24,,1946-06-15
E01467,7af42bd2-2c49-4d6d-bbfa-d5b4752c4c09,Baby Boomers (1946-1964),Sharron,Berry,IE,female,sharron.berry@example.com,2020-06-12,,1951-03-07
E01476,39ff49f9-bfc5-46b3-8de9-60afa154e9a7,Baby Boomers (1946-1964),Sarah,Baker,GB,female,sarah.baker@example.com,2023-01-24,2022-02-18,1955-05-20
E01482,1070a7cf-677b-4d13-ace7-3a9aec32a274,Baby Boomers (1946-1964),Kim,White,GB,female,kim.white@example.com,2019-08-28,2023-01-27,1950-10-18
E01484,751faa49-8b4a-4832-83d3-8e347fba3080,Baby Boomers (1946-1964),Willie,Burton,GB,male,willie.burton@example.com,2019-11-18,2022-09-20,1955-02-14
E01487,854f13d9-874d-4ff4-963d-18f0625db1cd,Baby Boomers (1946-1964),Tracy,Evans,GB,male,tracy.evans@example.com,2023-02-01,2023-01-29,1955-08-17
E01489,52acefca-0b2f-4dbd-9d46-d4e2593d3e28,Baby Boomers (1946-1964),Predrag,Rajković,RS,male,predrag.rajkovic@example.com,2020-07-09,2022-07-05,1948-08-03
E01491,04799c53-59bc-49be-ac31-1e9b03a2c193,Baby Boomers (1946-1964),Elif,Haugum,NO,female,elif.haugum@example.com,2022-01-04,2022-08-19,1951-07-19
E01495,bf05255f-243f-4e36-b81f-7828fca1ebab,Baby Boomers (1946-1964),Roberto,Shaw,GB,male,roberto.shaw@example.com,2021-02-25,2022-07-18,1954-09-22
E01496,a8fed9c5-bc78-41ca-a775-73615ae4d723,Baby Boomers (1946-1964),Benjamin,Smith,US,male,benjamin.smith@example.com,2020-10-15,2021-03-29,1946-06-26
E01497,696722bd-4ba4-4e31-a6ca-f438a3cf7ddf,Baby Boomers (1946-1964),Lylou,Rolland,FR,female,lylou.rolland@example.com,2021-08-06,,1957-08-01
E01502,5d5d1656-6b3b-485e-98f4-ab9d67dbfdbe,Baby Boomers (1946-1964),Alison,Byrd,GB,female,alison.byrd@example.com,2019-11-20,2020-10-31,1948-10-25
E01504,c8498148-94e6-4018-9545-5348346da284,Baby Boomers (1946-1964),Alex,Bell,GB,female,alex.bell@example.com,2021-03-13,2021-10-16,1948-08-14
E01507,c10a2497-f13b-4161-a0b9-1c6cfcdeb0df,Baby Boomers (1946-1964),Megan,May,GB,female,megan.may@example.com,2023-06-30,,1947-08-25
E01510,42446b1d-5045-49ab-a2f1-92a3bed7726d,Baby Boomers (1946-1964),Andrea,Meyer,US,female,andrea.meyer@example.com,2023-04-26,,1957-10-03
E01511,59ce341d-ca3e-43a3-aead-76f137c968f3,Baby Boomers (1946-1964),Stanley,Montgomery,GB,male,stanley.montgomery@example.com,2022-03-27,2023-01-21,1956-06-16
E01514,8a3ad32b-ad80-4b33-b246-4396d9eeffb0,Baby Boomers (1946-1964),Melvin,Williams,GB,male,melvin.williams@example.com,2023-03-03,,1947-12-28
E01522,fa3d652f-b03e-40c6-a43a-cf8cc16e5867,Baby Boomers (1946-1964),Heather,Morgan,GB,female,heather.morgan@example.com,2022-12-03,2023-01-16,1946-10-26
E01523,22e7b134-44d5-480f-81de-77acd5a9a4d5,Baby Boomers (1946-1964),Darrell,Little,GB,male,darrell.little@example.com,2019-02-28,2020-06-18,1946-12-10
E01524,456ccace-751c-4597-82e8-5752f43539c9,Baby Boomers (1946-1964),Hui,Mai,GB,female,Hui.Mai@example.com,2021-05-06,,1950-05-05
